age,gender,sleep_hours,daily_steps,heart_rate,calories_burned,stress_level,water_intake,exercise_minutes,wellness_score
45.0,Male,4.8,12772.0,71.0,3300.0,6.0,2.18,101.0,80.72
24.0,Female,6.4,14307.0,78.0,1769.0,4.0,2.42,6.0,60.23
50.0,Female,4.3,14243.0,83.0,1973.0,7.0,1.52,88.0,66.7
27.0,Female,6.2,8915.0,75.0,2460.0,2.0,2.17,118.0,79.54
35.0,Male,5.4,2518.0,54.0,2951.0,9.0,2.16,36.0,51.64
41.0,Female,8.5,5472.0,91.0,2178.0,9.0,3.0,128.0,62.01
26.0,Male,7.3,8043.0,73.0,3464.0,3.0,2.7,2.0,70.54
40.0,Female,8.1,17646.0,71.0,3122.0,8.0,1.58,16.0,69.18
33.0,Male,6.2,14133.0,84.0,3027.0,7.0,2.45,40.0,72.11
66.0,Male,5.5,16228.0,100.0,3099.0,9.0,1.58,40.0,57.29
67.0,Male,5.4,17869.0,52.0,1466.0,9.0,0.7,78.0,54.47
18.0,Male,7.1,3437.0,107.0,3210.0,8.0,3.31,112.0,58.81
52.0,Female,9.2,1395.0,89.0,2729.0,10.0,1.84,13.0,41.89
54.0,Female,7.3,10842.0,83.0,1809.0,4.0,2.83,97.0,69.33
39.0,Female,6.3,5648.0,54.0,3112.0,5.0,1.64,107.0,67.5
44.0,Female,6.6,15796.0,93.0,1632.0,2.0,1.53,75.0,67.17
63.0,Male,6.8,9009.0,93.0,2759.0,9.0,1.72,128.0,59.44
39.0,Male,9.4,1356.0,84.0,2652.0,3.0,2.28,12.0,51.12
21.0,Female,,4945.0,98.0,1463.0,6.0,2.22,95.0,63.54
39.0,Female,7.1,6937.0,100.0,2224.0,2.0,2.45,54.0,67.71
32.0,Female,6.9,1652.0,100.0,1664.0,3.0,1.75,53.0,58.85
39.0,Male,7.2,6532.0,70.0,3482.0,7.0,2.13,78.0,67.04
31.0,Female,7.4,10264.0,91.0,3163.0,3.0,1.51,103.0,74.26
26.0,Male,6.3,16206.0,55.0,3591.0,6.0,3.13,62.0,73.6
74.0,Female,5.7,12109.0,84.0,2473.0,5.0,1.18,35.0,62.89
25.0,Male,8.1,2766.0,60.0,2123.0,7.0,1.52,34.0,51.82
58.0,Female,6.8,8189.0,69.0,3507.0,3.0,1.8,124.0,79.89
58.0,Male,8.0,14114.0,91.0,2074.0,5.0,3.77,53.0,73.39
53.0,Female,8.9,7413.0,76.0,2312.0,1.0,2.64,47.0,80.43
69.0,Male,7.5,10660.0,102.0,1694.0,6.0,1.5,73.0,62.92
18.0,Female,7.3,17758.0,57.0,3207.0,2.0,2.68,89.0,86.75
35.0,Male,10.0,3515.0,108.0,1663.0,8.0,2.46,4.0,36.08
28.0,Female,7.1,9222.0,93.0,1478.0,9.0,2.29,2.0,46.78
50.0,Male,5.4,11442.0,76.0,3233.0,5.0,2.59,74.0,74.68
54.0,Male,6.4,14607.0,53.0,3250.0,9.0,2.14,81.0,73.83
69.0,Female,8.8,15258.0,54.0,3278.0,4.0,2.22,63.0,87.83
39.0,Male,5.1,6024.0,75.0,3289.0,9.0,1.01,38.0,52.87
31.0,Male,5.8,9043.0,85.0,1711.0,6.0,3.11,101.0,70.22
70.0,,8.2,15147.0,81.0,2196.0,6.0,1.79,13.0,64.84
56.0,Female,6.4,15293.0,69.0,3083.0,5.0,1.23,83.0,81.62
61.0,Female,6.7,15038.0,89.0,2080.0,10.0,1.75,56.0,53.51
43.0,Male,8.2,12415.0,87.0,3112.0,8.0,1.78,47.0,67.91
43.0,Female,5.9,5697.0,71.0,3401.0,5.0,1.54,,61.88
40.0,Female,4.9,7386.0,70.0,3514.0,8.0,2.64,87.0,71.15
60.0,Male,5.0,12218.0,77.0,3110.0,5.0,2.78,24.0,70.48
30.0,Female,7.6,,95.0,3153.0,9.0,0.73,70.0,58.09
73.0,Male,7.1,12657.0,86.0,2715.0,5.0,1.74,116.0,74.91
28.0,Female,5.9,9852.0,59.0,1571.0,9.0,1.79,96.0,56.28
44.0,Female,5.3,8635.0,105.0,2359.0,3.0,1.98,8.0,50.86
35.0,Female,6.4,7171.0,63.0,3497.0,6.0,3.29,127.0,79.69
54.0,Female,8.3,14199.0,90.0,3406.0,7.0,1.53,81.0,77.51
56.0,Male,5.7,9020.0,52.0,1924.0,6.0,3.19,108.0,59.51
70.0,Male,5.9,6355.0,66.0,3043.0,5.0,2.0,7.0,55.42
62.0,Female,5.3,7650.0,84.0,,1.0,3.2,118.0,76.99
32.0,Female,6.3,9335.0,101.0,2317.0,10.0,1.88,93.0,60.04
29.0,Female,7.2,11575.0,84.0,2827.0,3.0,1.8,114.0,86.38
68.0,Male,9.5,17834.0,55.0,2492.0,2.0,2.08,127.0,82.72
45.0,,7.1,6919.0,107.0,2729.0,9.0,3.0,109.0,64.13
23.0,Male,6.7,4201.0,,1616.0,1.0,2.21,55.0,67.56
65.0,Male,7.9,17629.0,73.0,2052.0,8.0,2.25,109.0,76.91
54.0,Other,7.7,3682.0,58.0,3183.0,4.0,2.55,125.0,73.5
19.0,Female,6.0,16383.0,92.0,2762.0,8.0,1.48,118.0,61.6
62.0,Female,9.8,3588.0,77.0,3251.0,3.0,2.34,83.0,67.24
52.0,Other,6.8,7312.0,64.0,3523.0,8.0,1.66,124.0,70.01
53.0,Male,7.1,17968.0,88.0,2182.0,10.0,3.13,77.0,64.23
67.0,Other,7.5,3983.0,63.0,1981.0,6.0,2.39,57.0,60.27
46.0,Female,7.2,3886.0,82.0,2081.0,6.0,2.58,22.0,53.36
44.0,Female,8.8,11434.0,90.0,2658.0,7.0,0.7,60.0,61.5
53.0,Male,6.0,,99.0,1954.0,4.0,2.59,123.0,64.81
29.0,Male,7.8,,92.0,2258.0,6.0,1.98,15.0,56.92
26.0,Male,7.0,12872.0,84.0,1781.0,7.0,1.09,112.0,72.08
66.0,Male,8.1,17317.0,53.0,2248.0,1.0,2.17,83.0,81.65
30.0,Male,6.5,13959.0,65.0,3485.0,5.0,1.04,17.0,66.72
46.0,Female,6.3,17399.0,85.0,2332.0,6.0,2.53,29.0,67.26
33.0,Female,7.8,10054.0,83.0,3069.0,3.0,3.1,3.0,71.65
31.0,Male,7.3,11516.0,82.0,2346.0,5.0,0.85,96.0,71.81
52.0,Female,5.7,17708.0,94.0,2353.0,4.0,2.08,46.0,64.51
63.0,Other,8.5,9662.0,104.0,2848.0,6.0,1.98,24.0,59.39
43.0,Female,7.8,1853.0,81.0,1642.0,3.0,0.71,20.0,53.17
25.0,Female,6.7,5212.0,59.0,2181.0,9.0,2.74,65.0,61.43
31.0,Female,6.2,11629.0,77.0,1706.0,7.0,2.54,43.0,65.77
27.0,Male,7.3,15603.0,66.0,1837.0,7.0,3.52,117.0,75.39
68.0,Male,7.7,11388.0,82.0,2961.0,9.0,2.45,124.0,72.19
36.0,Other,4.7,8014.0,86.0,1784.0,1.0,1.48,26.0,55.95
39.0,Female,7.3,6596.0,83.0,1846.0,3.0,2.46,112.0,68.59
22.0,Female,7.6,12678.0,85.0,2660.0,2.0,3.0,7.0,74.04
43.0,Other,3.7,16310.0,70.0,2165.0,7.0,1.77,57.0,65.94
70.0,Male,7.1,5870.0,62.0,1669.0,4.0,2.7,75.0,68.82
41.0,Male,7.7,10488.0,101.0,3505.0,8.0,0.7,35.0,57.0
55.0,Female,7.6,8380.0,75.0,3431.0,10.0,3.13,84.0,68.38
28.0,Male,7.8,5338.0,64.0,2678.0,4.0,2.66,75.0,73.71
26.0,Female,,8008.0,109.0,2554.0,4.0,0.7,121.0,57.17
59.0,Female,5.4,2684.0,53.0,3178.0,5.0,2.37,121.0,69.26
21.0,Female,4.5,10106.0,72.0,3542.0,5.0,0.71,106.0,70.72
43.0,Male,8.2,2999.0,95.0,1628.0,4.0,1.67,102.0,60.95
36.0,Female,7.7,9164.0,75.0,1614.0,4.0,2.58,43.0,80.44
18.0,Male,8.3,16275.0,100.0,,4.0,2.0,112.0,70.94
48.0,Female,5.9,3648.0,72.0,2069.0,5.0,2.98,47.0,62.84
72.0,Male,7.8,5405.0,89.0,3370.0,5.0,2.14,98.0,66.74
21.0,Female,4.8,13313.0,76.0,2518.0,5.0,2.07,63.0,84.18
64.0,Female,5.7,16437.0,79.0,3183.0,3.0,2.87,65.0,89.17
48.0,Male,7.0,17253.0,80.0,2868.0,7.0,1.86,105.0,78.55
59.0,Female,7.7,3217.0,108.0,2991.0,5.0,2.08,18.0,48.64
23.0,Male,9.0,5217.0,96.0,3504.0,3.0,2.17,110.0,77.69
67.0,Male,6.5,17730.0,73.0,2692.0,8.0,2.05,106.0,76.23
18.0,Female,5.7,9694.0,76.0,3108.0,9.0,2.91,61.0,65.85
69.0,Female,5.6,15200.0,75.0,1991.0,4.0,1.63,84.0,74.14
,Male,5.9,1442.0,94.0,1971.0,6.0,1.52,34.0,49.63
37.0,Female,9.7,3152.0,86.0,2688.0,10.0,1.36,100.0,48.44
18.0,Female,7.8,4632.0,82.0,3383.0,4.0,0.7,15.0,62.24
52.0,Female,8.2,2645.0,76.0,1511.0,3.0,3.14,95.0,71.86
22.0,Male,6.5,16165.0,75.0,2502.0,4.0,1.47,88.0,76.25
52.0,Male,6.8,14697.0,84.0,1845.0,5.0,1.93,31.0,65.52
62.0,Female,7.7,7757.0,100.0,3345.0,5.0,3.19,105.0,74.11
33.0,Male,6.1,2511.0,108.0,2540.0,7.0,2.0,37.0,52.25
31.0,Male,6.4,2983.0,55.0,1492.0,3.0,2.46,70.0,62.17
30.0,Female,5.9,5604.0,65.0,1404.0,6.0,1.11,111.0,57.26
30.0,Male,6.2,13413.0,91.0,2807.0,2.0,3.08,7.0,72.86
24.0,Female,6.9,14660.0,60.0,1910.0,10.0,2.01,52.0,66.85
32.0,Male,5.7,10260.0,87.0,1490.0,3.0,1.39,81.0,60.99
55.0,Female,7.2,16447.0,76.0,1734.0,4.0,1.39,23.0,65.5
35.0,Other,7.2,16792.0,63.0,1739.0,2.0,3.28,66.0,82.45
62.0,Other,6.6,14096.0,81.0,2160.0,4.0,1.69,83.0,71.88
64.0,Female,5.7,2523.0,81.0,2979.0,10.0,1.4,113.0,44.41
61.0,Female,6.9,16150.0,93.0,3288.0,6.0,1.8,,68.13
48.0,Male,6.1,16460.0,99.0,2570.0,7.0,2.13,108.0,68.75
36.0,Other,6.9,10606.0,107.0,3484.0,6.0,2.21,83.0,78.39
71.0,Female,8.2,11266.0,77.0,3140.0,4.0,2.41,66.0,84.58
29.0,Female,5.2,14297.0,91.0,1763.0,8.0,2.26,76.0,61.78
44.0,Male,9.6,11152.0,97.0,3018.0,4.0,2.55,128.0,78.81
43.0,Male,6.7,6982.0,109.0,1908.0,8.0,1.91,86.0,52.29
60.0,Female,7.3,12909.0,89.0,3519.0,10.0,3.55,55.0,71.07
49.0,Female,5.8,14391.0,66.0,3263.0,1.0,1.76,129.0,90.9
63.0,Male,8.3,3577.0,71.0,1541.0,2.0,3.05,89.0,71.34
70.0,Male,6.6,12619.0,64.0,1779.0,8.0,1.68,36.0,58.82
40.0,Female,6.3,4110.0,63.0,2371.0,2.0,1.1,79.0,68.01
67.0,Male,6.1,10857.0,69.0,3030.0,8.0,0.93,126.0,69.6
27.0,Other,6.5,3012.0,80.0,2614.0,3.0,2.31,90.0,66.24
70.0,Male,7.3,17870.0,97.0,1588.0,6.0,2.91,99.0,70.77
28.0,Male,7.0,12420.0,68.0,2782.0,7.0,1.29,86.0,75.5
66.0,Male,6.7,9092.0,62.0,2826.0,4.0,1.49,111.0,74.06
40.0,Female,5.9,9664.0,59.0,3445.0,9.0,2.37,10.0,59.87
72.0,Female,5.8,11603.0,63.0,1984.0,10.0,2.1,104.0,55.55
25.0,Male,6.2,3293.0,77.0,1484.0,3.0,1.69,117.0,61.62
44.0,Male,7.4,9766.0,75.0,3049.0,8.0,1.2,2.0,49.41
69.0,Male,7.7,13226.0,75.0,2945.0,7.0,2.32,102.0,84.64
20.0,Male,7.8,5576.0,70.0,2542.0,3.0,2.56,65.0,80.51
33.0,Female,6.8,9253.0,78.0,2922.0,9.0,2.44,50.0,68.95
22.0,Male,7.3,6750.0,89.0,1793.0,4.0,2.12,13.0,58.89
36.0,Female,6.6,3904.0,54.0,1676.0,3.0,1.36,41.0,58.95
40.0,Male,4.5,17643.0,103.0,2284.0,8.0,2.32,87.0,56.46
53.0,Male,6.5,11158.0,69.0,3367.0,2.0,2.27,66.0,86.25
32.0,Male,6.3,7787.0,60.0,2531.0,10.0,1.18,7.0,42.08
27.0,Male,5.4,6882.0,62.0,2806.0,4.0,1.89,39.0,58.18
27.0,Male,6.1,12614.0,83.0,3591.0,5.0,2.36,4.0,72.12
71.0,Male,7.0,3018.0,82.0,2065.0,7.0,2.05,47.0,45.65
72.0,Male,5.3,10727.0,57.0,2456.0,9.0,0.73,117.0,58.65
30.0,Other,5.9,5068.0,80.0,2908.0,8.0,1.65,98.0,60.91
29.0,Male,8.8,16148.0,64.0,1732.0,4.0,1.61,119.0,78.28
21.0,Male,4.7,14376.0,104.0,2284.0,8.0,2.49,21.0,55.24
72.0,Male,6.6,13929.0,69.0,2621.0,4.0,3.92,81.0,88.81
58.0,Female,5.3,3649.0,109.0,2068.0,6.0,2.19,39.0,43.73
61.0,Female,5.8,2554.0,85.0,1884.0,7.0,1.26,59.0,55.55
34.0,Female,6.5,8901.0,107.0,2363.0,6.0,1.99,125.0,66.56
,Female,5.5,7171.0,84.0,3335.0,1.0,2.11,107.0,72.96
21.0,Female,,13368.0,59.0,2315.0,1.0,2.63,90.0,89.53
56.0,Male,8.6,13160.0,89.0,3234.0,2.0,2.97,125.0,91.02
51.0,Female,7.9,7873.0,79.0,2888.0,1.0,3.07,64.0,89.26
36.0,Female,8.1,3910.0,99.0,1683.0,8.0,2.48,7.0,44.58
58.0,Male,5.0,6646.0,74.0,3410.0,2.0,2.1,118.0,78.7
54.0,Female,6.5,9657.0,62.0,2694.0,3.0,3.14,13.0,74.23
43.0,Male,7.4,5459.0,58.0,2651.0,4.0,1.86,34.0,58.15
28.0,Male,7.9,6538.0,95.0,2932.0,2.0,2.14,117.0,74.64
19.0,Female,,5244.0,65.0,1491.0,9.0,1.93,115.0,57.52
71.0,Male,8.2,2287.0,90.0,1953.0,1.0,,12.0,49.64
34.0,Female,8.0,11300.0,59.0,3148.0,2.0,2.99,111.0,86.62
35.0,Other,10.0,17952.0,56.0,2778.0,3.0,2.57,92.0,88.68
56.0,Female,6.9,17192.0,93.0,2256.0,1.0,0.7,14.0,66.18
32.0,Male,6.4,16813.0,71.0,2417.0,3.0,2.8,71.0,90.28
39.0,Female,7.0,12269.0,84.0,2763.0,2.0,1.89,34.0,75.82
58.0,Female,5.6,13758.0,53.0,2460.0,4.0,2.79,67.0,81.56
51.0,Male,6.9,2278.0,62.0,2406.0,2.0,2.15,24.0,58.06
55.0,Male,4.6,4577.0,57.0,2612.0,10.0,1.15,12.0,37.1
18.0,Female,6.1,13063.0,68.0,2019.0,8.0,2.12,84.0,68.87
43.0,,6.7,17807.0,68.0,2654.0,7.0,1.47,94.0,70.13
45.0,Male,8.0,16458.0,73.0,2922.0,6.0,1.24,24.0,73.73
54.0,Male,8.2,11797.0,66.0,2961.0,7.0,2.71,78.0,83.78
26.0,Other,5.5,3029.0,78.0,2764.0,10.0,2.37,63.0,53.13
27.0,Male,9.5,17430.0,104.0,2395.0,2.0,3.15,120.0,81.22
61.0,Male,7.0,6542.0,56.0,2841.0,6.0,1.82,73.0,63.19
56.0,Female,7.1,1915.0,103.0,2989.0,2.0,1.43,62.0,64.9
64.0,Male,4.7,14106.0,75.0,2082.0,5.0,2.55,1.0,68.97
33.0,Male,6.0,4114.0,,2469.0,9.0,1.52,118.0,48.47
74.0,Female,8.2,6266.0,90.0,2891.0,7.0,1.88,85.0,60.56
33.0,Female,7.0,12577.0,94.0,2858.0,7.0,2.47,23.0,65.68
55.0,Female,6.9,17418.0,106.0,2491.0,1.0,2.01,0.0,60.32
27.0,Male,7.1,16440.0,109.0,,9.0,1.76,26.0,55.47
70.0,Female,4.9,3949.0,57.0,3402.0,8.0,1.12,65.0,60.77
36.0,Female,6.7,4153.0,75.0,2591.0,4.0,2.76,123.0,63.68
63.0,Female,8.6,14792.0,83.0,2589.0,4.0,1.84,80.0,81.18
36.0,Female,8.2,6527.0,82.0,2429.0,6.0,2.53,12.0,56.97
63.0,Female,6.6,2509.0,109.0,3072.0,8.0,2.44,25.0,48.5
43.0,Female,8.8,11081.0,89.0,2064.0,6.0,2.86,30.0,63.92
21.0,Female,5.2,12237.0,75.0,3461.0,9.0,1.94,9.0,66.58
28.0,Male,5.5,17994.0,105.0,1537.0,3.0,1.86,18.0,56.23
56.0,Other,9.2,9370.0,94.0,1427.0,7.0,1.32,11.0,52.74
29.0,Female,7.6,14634.0,98.0,2522.0,9.0,1.72,92.0,60.77
33.0,Male,6.4,10177.0,88.0,3290.0,8.0,2.34,88.0,70.4
48.0,Male,6.7,16715.0,55.0,1421.0,4.0,1.53,101.0,66.56
32.0,Female,5.8,9387.0,108.0,2893.0,5.0,2.32,23.0,64.16
25.0,Male,7.2,12540.0,93.0,2257.0,5.0,3.13,117.0,79.21
53.0,Female,7.1,17382.0,60.0,1447.0,4.0,1.79,48.0,72.17
57.0,Female,6.8,15939.0,66.0,2215.0,2.0,1.18,19.0,69.54
59.0,Male,5.3,7937.0,71.0,2822.0,2.0,1.81,20.0,65.43
71.0,Male,7.1,9718.0,66.0,2794.0,7.0,1.1,41.0,70.31
25.0,,6.1,11157.0,88.0,3267.0,3.0,3.03,11.0,73.44
42.0,Male,5.5,3285.0,83.0,3572.0,8.0,2.16,41.0,49.58
31.0,Female,8.4,5121.0,64.0,1519.0,8.0,1.59,85.0,58.6
69.0,Male,9.6,13120.0,92.0,3287.0,5.0,1.71,126.0,81.77
48.0,Male,9.3,2404.0,68.0,1421.0,4.0,1.27,0.0,46.84
23.0,Female,7.6,11304.0,61.0,3545.0,10.0,2.81,75.0,75.35
57.0,Male,6.5,9345.0,107.0,3102.0,1.0,3.39,30.0,76.17
20.0,Female,6.7,9353.0,70.0,3492.0,3.0,1.05,43.0,76.01
33.0,Female,7.3,15411.0,65.0,1549.0,7.0,2.83,83.0,70.67
59.0,Male,6.3,5819.0,93.0,1563.0,9.0,1.93,38.0,48.56
46.0,Male,8.5,14486.0,96.0,3568.0,5.0,2.99,57.0,76.56
,Female,4.2,14374.0,60.0,2020.0,8.0,0.82,41.0,53.03
50.0,Female,6.4,17874.0,55.0,2239.0,3.0,2.26,47.0,73.01
66.0,Female,7.8,14982.0,101.0,2053.0,10.0,1.81,92.0,58.68
50.0,Female,5.7,9717.0,81.0,1744.0,6.0,2.56,38.0,58.34
21.0,Male,6.5,7318.0,78.0,1556.0,8.0,2.14,71.0,56.98
22.0,Male,7.6,14321.0,76.0,1697.0,2.0,2.12,103.0,82.2
62.0,Female,8.8,16786.0,85.0,3262.0,5.0,2.03,81.0,80.99
20.0,Female,5.1,5917.0,91.0,1459.0,8.0,3.19,98.0,45.03
39.0,Female,5.0,7411.0,56.0,3369.0,5.0,1.98,61.0,68.27
18.0,Male,,9550.0,67.0,1884.0,10.0,2.7,60.0,56.68
35.0,Female,4.8,3007.0,107.0,2730.0,9.0,2.54,3.0,34.91
51.0,Female,4.9,6478.0,61.0,1966.0,2.0,2.72,91.0,71.12
27.0,Male,5.5,3997.0,104.0,3360.0,9.0,1.39,89.0,49.68
44.0,,8.4,14175.0,75.0,1488.0,4.0,2.6,66.0,80.72
74.0,Female,6.4,9507.0,63.0,2971.0,6.0,2.34,94.0,71.74
22.0,Male,6.8,11343.0,86.0,3456.0,5.0,1.27,85.0,79.88
21.0,Male,5.6,2541.0,90.0,2369.0,8.0,1.95,23.0,38.47
33.0,Male,7.6,10834.0,72.0,2391.0,5.0,3.71,29.0,78.63
65.0,Female,9.2,13269.0,98.0,1729.0,5.0,1.83,84.0,76.77
41.0,Male,5.6,12781.0,55.0,3332.0,6.0,1.84,12.0,69.85
54.0,Male,9.0,14557.0,59.0,3508.0,3.0,2.42,114.0,85.24
19.0,Male,7.3,3115.0,88.0,2492.0,5.0,1.72,45.0,61.14
59.0,Male,6.8,10431.0,85.0,2923.0,1.0,2.2,78.0,78.22
21.0,Male,7.3,9300.0,92.0,3067.0,1.0,1.79,67.0,84.99
58.0,Female,7.3,16208.0,101.0,2179.0,7.0,2.38,86.0,61.67
26.0,Male,9.2,12801.0,105.0,1408.0,3.0,2.06,46.0,71.92
66.0,Male,7.5,17232.0,81.0,1682.0,7.0,3.47,91.0,78.34
34.0,Male,7.5,1626.0,81.0,3373.0,8.0,2.13,22.0,49.17
28.0,,6.3,8719.0,105.0,3157.0,7.0,1.94,42.0,58.54
37.0,Male,7.9,13015.0,107.0,1608.0,5.0,2.82,5.0,61.76
18.0,Female,5.6,2697.0,54.0,3164.0,6.0,1.13,20.0,51.47
27.0,Female,6.9,12141.0,81.0,3342.0,8.0,3.28,7.0,66.39
52.0,Female,10.0,5085.0,105.0,2594.0,4.0,1.41,61.0,63.57
,Male,3.5,2449.0,54.0,2392.0,5.0,2.93,9.0,43.85
38.0,Female,7.1,12247.0,108.0,3599.0,3.0,3.12,30.0,77.44
64.0,Female,7.2,8364.0,95.0,3318.0,3.0,1.73,62.0,77.83
25.0,Male,6.5,8017.0,61.0,2250.0,1.0,1.8,89.0,78.31
40.0,Male,6.5,6668.0,89.0,2449.0,1.0,2.02,3.0,65.17
28.0,Female,6.9,12708.0,76.0,3472.0,2.0,2.54,92.0,84.44
45.0,Male,6.5,11594.0,71.0,3427.0,8.0,1.4,67.0,78.76
36.0,Male,7.1,12401.0,88.0,2786.0,7.0,2.02,1.0,58.86
20.0,Female,6.2,14434.0,94.0,2826.0,1.0,1.88,12.0,76.35
22.0,Male,9.4,11370.0,103.0,3020.0,8.0,1.29,124.0,67.55
66.0,Other,6.5,2457.0,76.0,2035.0,8.0,1.37,58.0,53.87
21.0,Male,7.5,3851.0,61.0,3417.0,10.0,2.19,120.0,55.49
62.0,Male,5.9,17857.0,102.0,2046.0,10.0,2.18,66.0,58.77
70.0,Male,8.0,6003.0,71.0,3228.0,1.0,1.57,17.0,66.74
44.0,Male,,8384.0,96.0,3204.0,6.0,2.16,94.0,68.4
35.0,Female,7.3,7548.0,98.0,2035.0,9.0,1.65,62.0,58.63
62.0,Female,5.5,17835.0,55.0,3176.0,3.0,3.01,49.0,81.17
73.0,Female,5.8,15050.0,75.0,3307.0,6.0,2.03,27.0,64.52
24.0,Female,9.0,9321.0,56.0,2492.0,1.0,2.87,57.0,82.36
72.0,Male,5.8,12661.0,87.0,2587.0,4.0,0.92,125.0,71.32
71.0,Male,7.6,10466.0,98.0,2520.0,10.0,2.33,28.0,59.88
26.0,Male,5.6,12034.0,84.0,1498.0,8.0,2.52,73.0,63.75
21.0,Female,8.1,17225.0,70.0,2589.0,3.0,2.0,4.0,64.39
58.0,Female,5.9,12491.0,108.0,2882.0,10.0,1.72,91.0,59.89
22.0,Male,5.5,3096.0,56.0,2634.0,3.0,1.99,115.0,68.78
52.0,Female,5.9,9653.0,60.0,2499.0,4.0,2.62,127.0,78.17
21.0,Female,6.1,14971.0,73.0,2502.0,5.0,1.25,105.0,70.95
57.0,Male,7.3,1865.0,107.0,2580.0,7.0,2.59,87.0,56.18
31.0,Female,6.9,7198.0,103.0,3444.0,3.0,2.32,,68.88
23.0,Female,5.4,4578.0,84.0,2305.0,3.0,1.92,113.0,71.72
21.0,Female,6.8,13313.0,107.0,1893.0,7.0,1.95,1.0,51.32
28.0,Male,5.3,3557.0,104.0,1540.0,3.0,,31.0,47.37
48.0,Male,7.6,11684.0,86.0,3315.0,2.0,3.26,5.0,83.55
22.0,Female,7.9,2275.0,58.0,1796.0,2.0,2.34,29.0,63.72
63.0,Female,6.8,16722.0,104.0,2317.0,4.0,1.44,28.0,63.8
52.0,Other,,6567.0,89.0,3064.0,1.0,1.8,57.0,84.65
34.0,Female,9.1,8048.0,60.0,1792.0,1.0,1.3,89.0,76.79
74.0,Male,6.6,14433.0,100.0,1915.0,8.0,0.78,114.0,50.84
55.0,Male,5.6,7577.0,75.0,2797.0,6.0,1.29,77.0,72.68
56.0,Female,7.6,3134.0,97.0,2780.0,2.0,2.18,5.0,64.14
27.0,Male,5.3,16401.0,67.0,1935.0,3.0,2.99,12.0,73.04
58.0,Female,6.5,3071.0,52.0,2592.0,7.0,2.8,57.0,53.72
49.0,Female,6.0,9551.0,78.0,2949.0,9.0,1.29,79.0,61.04
74.0,Male,5.9,3287.0,78.0,1887.0,9.0,1.54,107.0,50.1
45.0,Male,6.5,12923.0,102.0,2375.0,3.0,1.44,48.0,70.6
56.0,Male,8.0,5733.0,58.0,2017.0,9.0,0.7,23.0,42.57
37.0,Male,,16862.0,104.0,3468.0,5.0,1.98,18.0,62.71
20.0,Female,8.0,4597.0,60.0,2243.0,3.0,2.66,80.0,74.85
25.0,Male,7.2,12451.0,106.0,3282.0,6.0,1.92,129.0,78.26
67.0,Male,6.5,1434.0,92.0,3336.0,2.0,1.21,9.0,48.28
60.0,Male,3.7,3100.0,72.0,1769.0,5.0,1.51,1.0,42.85
38.0,Male,7.3,5845.0,107.0,3470.0,5.0,1.87,1.0,54.32
57.0,Female,3.8,16048.0,72.0,1508.0,6.0,2.64,70.0,66.32
18.0,Female,4.3,17937.0,88.0,2250.0,2.0,1.97,41.0,77.09
20.0,Female,6.6,11508.0,52.0,1749.0,1.0,2.54,107.0,81.37
46.0,Female,7.1,6852.0,57.0,1501.0,4.0,2.04,104.0,63.84
53.0,Male,6.2,6444.0,72.0,2614.0,10.0,2.27,65.0,62.06
71.0,Female,8.8,4749.0,66.0,2721.0,6.0,1.44,5.0,54.73
61.0,Male,7.4,6920.0,65.0,2680.0,6.0,1.62,74.0,67.43
32.0,Female,6.5,9527.0,73.0,2318.0,7.0,1.22,47.0,65.36
64.0,Male,8.6,12712.0,87.0,3131.0,6.0,2.52,108.0,77.77
46.0,Male,8.8,5053.0,59.0,2483.0,3.0,1.9,94.0,80.0
65.0,Male,7.5,1801.0,95.0,2577.0,10.0,0.7,124.0,41.77
27.0,Female,5.8,10602.0,101.0,2372.0,3.0,2.44,47.0,77.89
19.0,Male,6.1,5278.0,100.0,1855.0,7.0,2.78,41.0,50.49
21.0,Female,4.9,7931.0,63.0,2840.0,9.0,1.53,62.0,61.64
74.0,Male,6.7,13157.0,103.0,3223.0,7.0,2.44,,70.42
22.0,Female,5.4,16266.0,59.0,2069.0,10.0,1.95,65.0,59.91
71.0,Female,6.4,10177.0,58.0,2419.0,2.0,0.7,43.0,75.87
59.0,Male,7.1,16789.0,94.0,3363.0,7.0,3.47,118.0,84.01
26.0,Male,4.2,5720.0,96.0,1854.0,1.0,1.96,50.0,60.32
67.0,Male,5.2,13179.0,59.0,,6.0,2.24,113.0,68.36
26.0,Female,6.1,17657.0,76.0,1992.0,2.0,1.66,83.0,82.49
26.0,Female,6.7,4823.0,75.0,2151.0,7.0,1.89,8.0,41.75
50.0,Male,6.2,13604.0,93.0,2410.0,4.0,2.21,64.0,76.93
34.0,Male,6.4,9161.0,81.0,3430.0,2.0,1.37,89.0,79.76
34.0,Male,5.9,15996.0,86.0,1427.0,9.0,3.29,,60.81
29.0,Male,4.9,6331.0,56.0,2187.0,9.0,2.69,70.0,58.66
52.0,Female,6.1,17337.0,108.0,3304.0,2.0,2.46,1.0,73.97
19.0,Male,6.5,14611.0,84.0,1582.0,3.0,2.0,46.0,76.56
31.0,Male,6.4,13045.0,90.0,2514.0,1.0,1.57,125.0,87.04
49.0,Female,6.9,1690.0,79.0,1741.0,7.0,2.82,64.0,60.61
45.0,Female,7.3,2588.0,66.0,2630.0,9.0,2.53,49.0,55.39
